fold,best_representation,best_reps,best_bandwidth,best_C,inner_score,accuracy,balanced_accuracy,mcc,kta,cka,effective_rank,n_train,n_test
61,mean_z,1,0.05,1,0.7457837301587302,0.9375,0.9375,0.8819171036881969,0.11315529258068924,0.26096465164955873,3.0685628726503356,64,16
62,mean_z,1,0.05,1,0.8132440476190477,0.625,0.625,0.2581988897471611,0.14906513448719008,0.36882655392856595,2.876283524749908,64,16
63,mean_z,1,0.05,10,0.8722718253968254,0.6875,0.6746031746031746,0.3578300267477955,0.13164185998806166,0.3402462994475902,2.9545568044894805,64,16
64,mean_z,1,0.05,10,0.7981150793650793,0.75,0.7619047619047619,0.5238095238095238,0.10667832285568832,0.2572553819036569,3.1866194772788456,64,16
65,mean_z,2,0.05,10,0.8449900793650794,0.6875,0.6875,0.3779644730092272,0.17641132710672502,0.3471632233767884,4.071450411943415,64,16
66,mean_z,2,0.05,10,0.8110119047619049,0.8125,0.8125,0.629940788348712,0.10730921216758847,0.22078921314997613,4.1896620260006,64,16
67,mean_z,2,0.05,1,0.8350694444444444,0.625,0.625,0.25,0.15460535751162022,0.32036737218716393,4.074057317491445,64,16
68,mean_z,2,0.05,10,0.8727678571428572,0.75,0.7619047619047619,0.5238095238095238,0.1171334447382841,0.22538653966033456,4.346878562998703,64,16
69,mean_z,1,0.05,10,0.8571428571428572,0.8125,0.8174603174603174,0.629940788348712,0.11108592928251418,0.27687605009282407,3.015647284090217,64,16
70,mean_z,1,0.05,10,0.8360615079365079,0.75,0.75,0.5,0.12466078054073398,0.29286311056738173,3.066243712564947,64,16
71,mean_z,1,0.05,10,0.826140873015873,0.875,0.875,0.75,0.12039340392350541,0.2924256739257964,2.9325071920345915,64,16
72,mean_z,1,0.1,1,0.8640873015873016,0.8125,0.8125,0.629940788348712,0.1770223687245715,0.2179129225401814,11.796734525873571,64,16
73,mean_z,2,0.05,10,0.8611111111111112,0.8125,0.8015873015873016,0.6180700462007377,0.1474465879621185,0.296602291712964,4.103112684070689,64,16
